drug pairs 
http://bio2rdf.org/drugbank:DB00715-http://bio2rdf.org/drugbank:DB00601    object:Paroxetine precipitant: Linezolid 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB00641-http://bio2rdf.org/drugbank:DB01601    object:SIMVASTATIN precipitant: Lopinavir 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB00864-http://bio2rdf.org/drugbank:DB01026    object:Ketoconazole precipitant: TACROLIMUS 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB00916-http://bio2rdf.org/drugbank:DB01174    object:METRONIDAZOLE precipitant: PHENOBARBITAL 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB01319-http://bio2rdf.org/drugbank:DB04835    object:Fosamprenavir precipitant: MARAVIROC 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB04835-http://bio2rdf.org/drugbank:DB01026    object:Ketoconazole precipitant: MARAVIROC 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB00530-http://bio2rdf.org/drugbank:DB00927    object:Famotidine precipitant: Erlotinib 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB00722-http://bio2rdf.org/drugbank:DB00384    object:Triamterene precipitant: LISINOPRIL 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB00091-http://bio2rdf.org/drugbank:DB00661    object:CYCLOSPORINE precipitant: Verapamil 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB00503-http://bio2rdf.org/drugbank:DB01248    object:DOCETAXEL precipitant: Ritonavir 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB01197-http://bio2rdf.org/drugbank:DB00328    object:INDOMETHACIN precipitant: Captopril 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB01319-http://bio2rdf.org/drugbank:DB00641    object:SIMVASTATIN precipitant: Fosamprenavir 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB00353-http://bio2rdf.org/drugbank:DB01319    object:Fosamprenavir precipitant: Methylergometrine 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB00966-http://bio2rdf.org/drugbank:DB01345    object:TELMISARTAN precipitant: POTASSIUM 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB01175-http://bio2rdf.org/drugbank:DB00726    object:Trimipramine precipitant: ESCITALOPRAM 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB00966-http://bio2rdf.org/drugbank:DB00594    object:TELMISARTAN precipitant: Amiloride 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB01232-http://bio2rdf.org/drugbank:DB00877    object:SIROLIMUS precipitant: SAQUINAVIR 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB01037-http://bio2rdf.org/drugbank:DB00601    object:SELEGILINE precipitant: Linezolid 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB00588-http://bio2rdf.org/drugbank:DB00932    object:TIPRANAVIR precipitant: FLUTICASONE PROPIONATE 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB01406-http://bio2rdf.org/drugbank:DB00564    object:Danazol precipitant: Carbamazepine 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB00443-http://bio2rdf.org/drugbank:DB01045    object:BETAMETHASONE precipitant: RIFAMPICIN 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB00091-http://bio2rdf.org/drugbank:DB00104    object:CYCLOSPORINE precipitant: OCTREOTIDE 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB01104-http://bio2rdf.org/drugbank:DB00315    object:SERTRALINE precipitant: Zolmitriptan 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB00877-http://bio2rdf.org/drugbank:DB00503    object:SIROLIMUS precipitant: Ritonavir 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB00252-http://bio2rdf.org/drugbank:DB01015    object:PHENYTOIN precipitant: Sulfamethoxazole 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB00367-http://bio2rdf.org/drugbank:DB00615    object:Levonorgestrel precipitant: RIFABUTIN 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB01356-http://bio2rdf.org/drugbank:DB00573    object:Fenoprofen precipitant: LITHIUM 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB01016-http://bio2rdf.org/drugbank:DB00373    object:TIMOLOL precipitant: GLYBURIDE 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB01211-http://bio2rdf.org/drugbank:DB00641    object:SIMVASTATIN precipitant: CLARITHROMYCIN 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB06210-http://bio2rdf.org/drugbank:DB01098    object:Rosuvastatin precipitant: Eltrombopag 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB01104-http://bio2rdf.org/drugbank:DB01242    object:SERTRALINE precipitant: CLOMIPRAMINE 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB05351-http://bio2rdf.org/drugbank:DB01072    object:Atazanavir precipitant: TAK-390MR 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB05294-http://bio2rdf.org/drugbank:DB00908    object:QUINIDINE precipitant: VANDETANIB 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB01235-http://bio2rdf.org/drugbank:DB01037    object:SELEGILINE precipitant: L-DOPA 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB01211-http://bio2rdf.org/drugbank:DB00496    object:CLARITHROMYCIN precipitant: Darifenacin 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB00503-http://bio2rdf.org/drugbank:DB01234    object:DEXAMETHASONE precipitant: Ritonavir 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB00582-http://bio2rdf.org/drugbank:DB00877    object:SIROLIMUS precipitant: Voriconazole 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB00202-http://bio2rdf.org/drugbank:DB00684    object:SUCCINYLCHOLINE precipitant: Tobramycin 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB00343-http://bio2rdf.org/drugbank:DB00199    object:Diltiazem precipitant: ERYTHROMYCIN 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB01234-http://bio2rdf.org/drugbank:DB01137    object:DEXAMETHASONE precipitant: LEVOFLOXACIN 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB00932-http://bio2rdf.org/drugbank:DB00564    object:TIPRANAVIR precipitant: Carbamazepine 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB00615-http://bio2rdf.org/drugbank:DB06713    object:NORELGESTROMIN precipitant: RIFABUTIN 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB00916-http://bio2rdf.org/drugbank:DB00822    object:Disulfiram precipitant: METRONIDAZOLE 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB00704-http://bio2rdf.org/drugbank:DB00327    object:Hydromorphone precipitant: Naltrexone 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB01356-http://bio2rdf.org/drugbank:DB00177    object:Valsartan precipitant: LITHIUM 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB00353-http://bio2rdf.org/drugbank:DB01264    object:Darunavir precipitant: Methylergometrine 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB01132-http://bio2rdf.org/drugbank:DB01241    object:Gemfibrozil precipitant: Pioglitazone 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB00673-http://bio2rdf.org/drugbank:DB00977    object:ETHINYL ESTRADIOL precipitant: Aprepitant 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB05521-http://bio2rdf.org/drugbank:DB01394    object:Telaprevir precipitant: COLCHICINE 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB06772-http://bio2rdf.org/drugbank:DB01045    object:RIFAMPICIN precipitant: Cabazitaxel 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB00564-http://bio2rdf.org/drugbank:DB00196    object:Fluconazole precipitant: Carbamazepine 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB00559-http://bio2rdf.org/drugbank:DB00717    object:BOSENTAN precipitant: NORETHINDRONE 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB01137-http://bio2rdf.org/drugbank:DB00959    object:METHYLPREDNISOLONE precipitant: LEVOFLOXACIN 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB00998-http://bio2rdf.org/drugbank:DB00601    object:Frovatriptan precipitant: Linezolid 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB04835-http://bio2rdf.org/drugbank:DB00503    object:MARAVIROC precipitant: Ritonavir 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB00977-http://bio2rdf.org/drugbank:DB00745    object:ETHINYL ESTRADIOL precipitant: Modafinil 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB00563-http://bio2rdf.org/drugbank:DB00459    object:Acitretin precipitant: METHOTREXATE 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB00530-http://bio2rdf.org/drugbank:DB00585    object:NIZATIDINE precipitant: Erlotinib 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB00955-http://bio2rdf.org/drugbank:DB00202    object:SUCCINYLCHOLINE precipitant: NETILMICIN 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB01045-http://bio2rdf.org/drugbank:DB00717    object:RIFAMPICIN precipitant: NORETHINDRONE 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB00715-http://bio2rdf.org/drugbank:DB00998    object:Paroxetine precipitant: Frovatriptan 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB00503-http://bio2rdf.org/drugbank:DB00367    object:Levonorgestrel precipitant: Ritonavir 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB00177-http://bio2rdf.org/drugbank:DB00384    object:Valsartan precipitant: Triamterene 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB01045-http://bio2rdf.org/drugbank:DB00367    object:RIFAMPICIN precipitant: Levonorgestrel 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB00384-http://bio2rdf.org/drugbank:DB00275    object:Olmesartan precipitant: Triamterene 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB00601-http://bio2rdf.org/drugbank:DB00368    object:Norepinephrine precipitant: Linezolid 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB00582-http://bio2rdf.org/drugbank:DB00908    object:Voriconazole precipitant: QUINIDINE 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB00932-http://bio2rdf.org/drugbank:DB00683    object:MIDAZOLAM precipitant: TIPRANAVIR 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB00313-http://bio2rdf.org/drugbank:DB00555    object:Valproic Acid precipitant: Lamotrigine 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB00615-http://bio2rdf.org/drugbank:DB00625    object:Efavirenz precipitant: RIFABUTIN 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB01356-http://bio2rdf.org/drugbank:DB00876    object:Eprosartan precipitant: LITHIUM 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB01232-http://bio2rdf.org/drugbank:DB00353    object:SAQUINAVIR precipitant: Methylergometrine 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB00864-http://bio2rdf.org/drugbank:DB01211    object:CLARITHROMYCIN precipitant: TACROLIMUS 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB01115-http://bio2rdf.org/drugbank:DB00564    object:NIFEDIPINE precipitant: Carbamazepine 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB01011-http://bio2rdf.org/drugbank:DB00252    object:PHENYTOIN precipitant: METYRAPONE 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB01026-http://bio2rdf.org/drugbank:DB00497    object:Ketoconazole precipitant: Oxycodone 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB01234-http://bio2rdf.org/drugbank:DB00252    object:PHENYTOIN precipitant: DEXAMETHASONE 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB01068-http://bio2rdf.org/drugbank:DB00363    object:CLONAZEPAM precipitant: CLOZAPINE 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB00252-http://bio2rdf.org/drugbank:DB00951    object:PHENYTOIN precipitant: Isoniazid 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB01045-http://bio2rdf.org/drugbank:DB00620    object:RIFAMPICIN precipitant: Triamcinolone 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB00533-http://bio2rdf.org/drugbank:DB00945    object:ACETYLSALICYLIC ACID precipitant: Rofecoxib 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB00454-http://bio2rdf.org/drugbank:DB00704    object:Naltrexone precipitant: PETHIDINE 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB00918-http://bio2rdf.org/drugbank:DB01104    object:Almotriptan precipitant: SERTRALINE 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB00503-http://bio2rdf.org/drugbank:DB00641    object:SIMVASTATIN precipitant: Ritonavir 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB00877-http://bio2rdf.org/drugbank:DB01264    object:SIROLIMUS precipitant: Darunavir 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB01254-http://bio2rdf.org/drugbank:DB01211    object:CLARITHROMYCIN precipitant: DASATINIB 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB01367-http://bio2rdf.org/drugbank:DB01104    object:Rasagiline precipitant: SERTRALINE 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB01211-http://bio2rdf.org/drugbank:DB01394    object:CLARITHROMYCIN precipitant: COLCHICINE 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB01232-http://bio2rdf.org/drugbank:DB00615    object:SAQUINAVIR precipitant: RIFABUTIN 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB08860-http://bio2rdf.org/drugbank:DB01039    object:Fenofibrate precipitant: PITAVASTATIN 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB00932-http://bio2rdf.org/drugbank:DB01045    object:RIFAMPICIN precipitant: TIPRANAVIR 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB01026-http://bio2rdf.org/drugbank:DB04855    object:Ketoconazole precipitant: Dronedarone 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB01045-http://bio2rdf.org/drugbank:DB00908    object:RIFAMPICIN precipitant: QUINIDINE 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB00998-http://bio2rdf.org/drugbank:DB01104    object:SERTRALINE precipitant: Frovatriptan 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB00448-http://bio2rdf.org/drugbank:DB01254    object:Lansoprazole precipitant: DASATINIB 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB00384-http://bio2rdf.org/drugbank:DB08822    object:AZILSARTAN MEDOXOMIL precipitant: Triamterene 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB00669-http://bio2rdf.org/drugbank:DB00715    object:Paroxetine precipitant: SUMATRIPTAN 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB00814-http://bio2rdf.org/drugbank:DB01356    object:LITHIUM precipitant: Meloxicam 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB00822-http://bio2rdf.org/drugbank:DB00252    object:PHENYTOIN precipitant: Disulfiram 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB01100-http://bio2rdf.org/drugbank:DB00715    object:Paroxetine precipitant: Pimozide 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB00563-http://bio2rdf.org/drugbank:DB05351    object:METHOTREXATE precipitant: TAK-390MR 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB00794-http://bio2rdf.org/drugbank:DB06713    object:NORELGESTROMIN precipitant: PRIMIDONE 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB01367-http://bio2rdf.org/drugbank:DB00726    object:Rasagiline precipitant: Trimipramine 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB01250-http://bio2rdf.org/drugbank:DB01033    object:Olsalazine precipitant: MERCAPTOPURINE 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB01211-http://bio2rdf.org/drugbank:DB01223    object:CLARITHROMYCIN precipitant: AMINOPHYLLINE 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB00594-http://bio2rdf.org/drugbank:DB01197    object:Amiloride precipitant: Captopril 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB00668-http://bio2rdf.org/drugbank:DB00601    object:Epinephrine precipitant: Linezolid 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB00541-http://bio2rdf.org/drugbank:DB00582    object:Voriconazole precipitant: VINCRISTINE 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB00503-http://bio2rdf.org/drugbank:DB00862    object:Vardenafil precipitant: Ritonavir 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB00570-http://bio2rdf.org/drugbank:DB00582    object:Voriconazole precipitant: VINBLASTINE 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB01118-http://bio2rdf.org/drugbank:DB01100    object:AMIODARONE precipitant: Pimozide 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB01029-http://bio2rdf.org/drugbank:DB00594    object:Irbesartan precipitant: Amiloride 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB00563-http://bio2rdf.org/drugbank:DB00749    object:Etodolac precipitant: METHOTREXATE 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB00881-http://bio2rdf.org/drugbank:DB01345    object:Quinapril precipitant: POTASSIUM 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB00501-http://bio2rdf.org/drugbank:DB01263    object:POSACONAZOLE precipitant: Cimetidine 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB00584-http://bio2rdf.org/drugbank:DB00594    object:Enalapril precipitant: Amiloride 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB01268-http://bio2rdf.org/drugbank:DB00564    object:Sunitinib precipitant: Carbamazepine 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB01601-http://bio2rdf.org/drugbank:DB00977    object:ETHINYL ESTRADIOL precipitant: Lopinavir 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB00204-http://bio2rdf.org/drugbank:DB00477    object:Dofetilide precipitant: Chlorpromazine 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB00584-http://bio2rdf.org/drugbank:DB00384    object:Triamterene precipitant: Enalapril 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB01059-http://bio2rdf.org/drugbank:DB00860    object:Norfloxacin precipitant: Prednisolone 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB01319-http://bio2rdf.org/drugbank:DB00683    object:MIDAZOLAM precipitant: Fosamprenavir 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB01224-http://bio2rdf.org/drugbank:DB01026    object:Ketoconazole precipitant: QUETIAPINE 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB01174-http://bio2rdf.org/drugbank:DB00734    object:Risperidone precipitant: PHENOBARBITAL 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB00976-http://bio2rdf.org/drugbank:DB00497    object:Oxycodone precipitant: TELITHROMYCIN 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB00921-http://bio2rdf.org/drugbank:DB00683    object:MIDAZOLAM precipitant: Buprenorphine 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB00448-http://bio2rdf.org/drugbank:DB01072    object:Lansoprazole precipitant: Atazanavir 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB00476-http://bio2rdf.org/drugbank:DB00601    object:Duloxetine precipitant: Linezolid 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB01045-http://bio2rdf.org/drugbank:DB00957    object:RIFAMPICIN precipitant: Norgestimate 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB00482-http://bio2rdf.org/drugbank:DB00945    object:Celecoxib precipitant: ACETYLSALICYLIC ACID 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB06772-http://bio2rdf.org/drugbank:DB00252    object:PHENYTOIN precipitant: Cabazitaxel 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB00373-http://bio2rdf.org/drugbank:DB00575    object:TIMOLOL precipitant: Clonidine 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB00512-http://bio2rdf.org/drugbank:DB00684    object:Vancomycin precipitant: Tobramycin 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB00582-http://bio2rdf.org/drugbank:DB00497    object:Voriconazole precipitant: Oxycodone 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB00959-http://bio2rdf.org/drugbank:DB00218    object:METHYLPREDNISOLONE precipitant: Moxifloxacin 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB01319-http://bio2rdf.org/drugbank:DB00864    object:Fosamprenavir precipitant: TACROLIMUS 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB00977-http://bio2rdf.org/drugbank:DB01045    object:RIFAMPICIN precipitant: ETHINYL ESTRADIOL 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB01234-http://bio2rdf.org/drugbank:DB01045    object:RIFAMPICIN precipitant: DEXAMETHASONE 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB00563-http://bio2rdf.org/drugbank:DB00736    object:METHOTREXATE precipitant: ESOMEPRAZOLE 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB06772-http://bio2rdf.org/drugbank:DB01211    object:CLARITHROMYCIN precipitant: Cabazitaxel 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB00586-http://bio2rdf.org/drugbank:DB01356    object:DICLOFENAC precipitant: LITHIUM 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB00977-http://bio2rdf.org/drugbank:DB00701    object:ETHINYL ESTRADIOL precipitant: Amprenavir 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB04835-http://bio2rdf.org/drugbank:DB00615    object:MARAVIROC precipitant: RIFABUTIN 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB00783-http://bio2rdf.org/drugbank:DB00503    object:Estradiol precipitant: Ritonavir 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB00542-http://bio2rdf.org/drugbank:DB00328    object:INDOMETHACIN precipitant: Benazepril 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB00497-http://bio2rdf.org/drugbank:DB00199    object:Oxycodone precipitant: ERYTHROMYCIN 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB00736-http://bio2rdf.org/drugbank:DB00530    object:Erlotinib precipitant: ESOMEPRAZOLE 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB00202-http://bio2rdf.org/drugbank:DB01082    object:Streptomycin precipitant: SUCCINYLCHOLINE 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB04835-http://bio2rdf.org/drugbank:DB01211    object:CLARITHROMYCIN precipitant: MARAVIROC 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB00864-http://bio2rdf.org/drugbank:DB00091    object:CYCLOSPORINE precipitant: TACROLIMUS 	NDF-RT Evidence: None 	World-Vista Evidence: None 
