Drug 1 ATC Code	Drug 1 Name	Drug 1 RxCUI	Drug 1 Class Name	Drug 1 Code	Drug 2 ATC Code	Drug 2 Name	Drug 2 RxCUI	Drug 2 Class Name	Drug 2 Code	Clinical Source	Source File	Description	Severity	Comment
C08DB01	DILTIAZEM	3443			C01BD07	DRONEDARONE	233698			ANSM	176-DILTIAZEM.html	Risk of bradycardia or of atrioventricular block, especially with older patients. Furthermore, slight increase of the concentrations of dronedarone due to decrease of its metabolism by the calcium channel blocker	Precaution for use	Begin the treatment with the calcium channel blocker at the minimum recommended dosages and adjust the doses according to the EKG.
C08DB01	DILTIAZEM	3443			N02CA02	ERGOTAMINE	4025			ANSM	176-DILTIAZEM.html	Ergotism with possibility of necrosis of the extremities (inhibition of the hepatic metabolism of the alkaloid of ergot of rye)	Contraindication	
C08DB01	DILTIAZEM	3443			N02CA51	ERGOTAMINE	4025			ANSM	176-DILTIAZEM.html	Ergotism with possibility of necrosis of the extremities (inhibition of the hepatic metabolism of the alkaloid of ergot of rye)	Contraindication	
C08DB01	DILTIAZEM	3443			N02CA52	ERGOTAMINE	4025			ANSM	176-DILTIAZEM.html	Ergotism with possibility of necrosis of the extremities (inhibition of the hepatic metabolism of the alkaloid of ergot of rye)	Contraindication	
C08DB01	DILTIAZEM	3443			N02CA72	ERGOTAMINE	4025			ANSM	176-DILTIAZEM.html	Ergotism with possibility of necrosis of the extremities (inhibition of the hepatic metabolism of the alkaloid of ergot of rye)	Contraindication	
C08DB01	DILTIAZEM	3443			C07AB09	ESMOLOL	49737			ANSM	176-DILTIAZEM.html	Disorders of autoregulation (excessive bradycardia, sinus arrest), disorders of sinoatrial and atrioventricular conduction, and cardiac arrest.	Not recommended	-in case of alteration of left ventricular function
C08DB01	DILTIAZEM	3443			L01XE27	IBRUTINIB	1442981			ANSM	176-DILTIAZEM.html	Increase of the plasma concentrations of ibrutinib due to decrease of its hepatic metabolism	Precaution for use	Strict clinical monitoring and reduction of the dose of ibrutinib to 140 mg/day during the length of time that these medications are administered together.
C08DB01	DILTIAZEM	3443						IMMUNOSUPPRESSANTS	L04A	ANSM	176-DILTIAZEM.html	Increase of the blood concentrations of the immunosuppressant due to decrease of its metabolism	Precaution for use	Blood concentration dosage of the immunosuppressant, testing of renal function, and adjustment of the dosage during the treatment with these medications together and after it is stopped.
C08DB01	DILTIAZEM	3443			C01EB17	IVABRADINE	77417			ANSM	176-DILTIAZEM.html	Increase of the plasma concentrations of the ivabradine and of its undesirable effects, especially cardiac ones (inhibition of its hepatic metabolism by the diltiazem), that add to the bradycardia inducing effects of these molecules. 	Contraindication	
C08DB01	DILTIAZEM	3443			N05CD08	MIDAZOLAM	6960			ANSM	176-DILTIAZEM.html	Increase of the plasma concentrations of midazolam due to decrease of its hepatic metabolism, with increase of sedation	Precaution for use	Clinical monitoring and reduction of the dosage during the treatment with the diltiazem
C08DB01	DILTIAZEM	3443			C08CA05	NIFEDIPINE	7417			ANSM	176-DILTIAZEM.html	Large increase of the concentrations of nefidipine due to decrease of its hepatic metabolism by the diltiazem, with risk of severe hypotension	Contraindication	
C08DB01	DILTIAZEM	3443			C08CA05	NIFEDIPINE	7417			ANSM	176-DILTIAZEM.html	Large increase of the concentrations of nefidipine due to decrease of its hepatic metabolism by the diltiazem, with risk of severe hypotension	Contraindication	
C08DB01	DILTIAZEM	3443			C08GA01	NIFEDIPINE	7417			ANSM	176-DILTIAZEM.html	Large increase of the concentrations of nefidipine due to decrease of its hepatic metabolism by the diltiazem, with risk of severe hypotension	Contraindication	
C08DB01	DILTIAZEM	3443			C08CA55	NIFEDIPINE	7417			ANSM	176-DILTIAZEM.html	Large increase of the concentrations of nefidipine due to decrease of its hepatic metabolism by the diltiazem, with risk of severe hypotension	Contraindication	
C08DB01	DILTIAZEM	3443			N05AG02	PIMOZIDE	8331			ANSM	176-DILTIAZEM.html	Increased risk of ventricular arrhythmias, especially of torsades de pointes	Contraindication	
C08DB01	DILTIAZEM	3443			C10AA01	SIMVASTATIN	36567			ANSM	176-DILTIAZEM.html	Increased risk of undesirable effects (concentration-dependant) of the rhabdomyolysis type, due to decrease of the hepatic metabolism of the cholesterol lowering agent	Precaution for use	Do not exceed the dosage of 20 mg/day of simvastatin. If the therapeutic objective is not reached at this dosage, use another statin not affected by this type of interaction
C08DB01	DILTIAZEM	3443			G04CA02	TAMSULOSINE	77492			ANSM	176-DILTIAZEM.html	Risk of increase of the undesirable effects of the tamsulosine, due to inhibition of its hepatic metabolism	Precaution for use	Clinical monitoring and adjustment of the dosage of the tamsulosine during the treatment with the enzyme inhibitor and after it is stopped, if that were the case.
C08DB01	DILTIAZEM	3443			G04CA52	TAMSULOSINE	77492			ANSM	176-DILTIAZEM.html	Risk of increase of the undesirable effects of the tamsulosine, due to inhibition of its hepatic metabolism	Precaution for use	Clinical monitoring and adjustment of the dosage of the tamsulosine during the treatment with the enzyme inhibitor and after it is stopped, if that were the case.
C08DB01	DILTIAZEM	3443			G04CA53	TAMSULOSINE	77492			ANSM	176-DILTIAZEM.html	Risk of increase of the undesirable effects of the tamsulosine, due to inhibition of its hepatic metabolism	Precaution for use	Clinical monitoring and adjustment of the dosage of the tamsulosine during the treatment with the enzyme inhibitor and after it is stopped, if that were the case.
C08DB01	DILTIAZEM	3443			B01AC24	TICAGRELOR	1116632			ANSM	176-DILTIAZEM.html	Risk of increase of the plasma concentrations of ticagrelor due to decrease of its hepatic metabolsim	Take into account	
R03DA01	DIPROPHYLLINE	3714			M04AB01	PROBENECID	8698			ANSM	177-DIPROPHYLLINE.html	Risk of overdose due to increase of the plasma concentrations of diprophylline (inhibition of its renal tubular secretion)	Precaution for use	Reduce the dosage of diprophylline during the treatment with the probenicid
R03DB01	DIPROPHYLLINE	3714			M04AB01	PROBENECID	8698			ANSM	177-DIPROPHYLLINE.html	Risk of overdose due to increase of the plasma concentrations of diprophylline (inhibition of its renal tubular secretion)	Precaution for use	Reduce the dosage of diprophylline during the treatment with the probenicid
R03DA51	DIPROPHYLLINE	3714			M04AB01	PROBENECID	8698			ANSM	177-DIPROPHYLLINE.html	Risk of overdose due to increase of the plasma concentrations of diprophylline (inhibition of its renal tubular secretion)	Precaution for use	Reduce the dosage of diprophylline during the treatment with the probenicid
B01AC07	DIPYRIDAMOLE	3521				THEINE				ANSM	178-DIPYRIDAMOLE.html	With the dipyridamole by injection: reduction of the vasodilator effect of the dipyridamole by the theine	Precaution for use	Avoid the consumption of theine based products during the 24 hours before myocardial perfusion imaging with dipyridamole
B01AC07	DIPYRIDAMOLE	3521						BETA BLOCKING AGENTS (EXCEPT ESMOLOL)	C07AB-002	ANSM	178-DIPYRIDAMOLE.html	With the dipyridamole by injection: increase of the antihypertensive effect	Take into account	
B01AC07	DIPYRIDAMOLE	3521			N06BC01	CAFFEINE 	1886			ANSM	178-DIPYRIDAMOLE.html	With the dipyridamole by injection: reduction of the vasodilator effect of the dipyridamole by the caffeine 	Precaution for use	Interrupt a caffeine based treatment at least 5 days before myocardial perfusion imaging with the dipyridamole and avoid consuming coffee, tea, chocolate, or cola during the 24 hours that precede the test. 
B01AC07	DIPYRIDAMOLE	3521			V04CG30	CAFFEINE 	1886			ANSM	178-DIPYRIDAMOLE.html	With the dipyridamole by injection: reduction of the vasodilator effect of the dipyridamole by the caffeine 	Precaution for use	Interrupt a caffeine based treatment at least 5 days before myocardial perfusion imaging with the dipyridamole and avoid consuming coffee, tea, chocolate, or cola during the 24 hours that precede the test. 
B01AC07	DIPYRIDAMOLE	3521						THEOPHYLLINE (AND, BY EXTRAPOLATION, AMINOPHYLLINE)	R03DA	ANSM	178-DIPYRIDAMOLE.html	With the dipyridamole by injection: reduction of the vasodilator effect of the dipyridamole by the theophylline	Precaution for use	Interrupt a treatment with theophylline at least 5 days before myocardial perfusion imaging with the dipyridamole.
C01BA03	DISOPYRAMIDE	3541			J01FA09	CLARITHROMYCIN	21212			ANSM	179-DISOPYRAMIDE.html	Risk of increase of the undesirable effects of the disopyramide: severe hypoglycemia, lengthening of the QT interval, and serious ventricular arrhythmias, especially of the torsades de pointes type	Not recommended	Regular clinical monitoring, laboratory tests, and EKG
C01BA03	DISOPYRAMIDE	3541			A02BD04	CLARITHROMYCIN	21212			ANSM	179-DISOPYRAMIDE.html	Risk of increase of the undesirable effects of the disopyramide: severe hypoglycemia, lengthening of the QT interval, and serious ventricular arrhythmias, especially of the torsades de pointes type	Not recommended	Regular clinical monitoring, laboratory tests, and EKG
C01BA03	DISOPYRAMIDE	3541			A02BD05	CLARITHROMYCIN	21212			ANSM	179-DISOPYRAMIDE.html	Risk of increase of the undesirable effects of the disopyramide: severe hypoglycemia, lengthening of the QT interval, and serious ventricular arrhythmias, especially of the torsades de pointes type	Not recommended	Regular clinical monitoring, laboratory tests, and EKG
C01BA03	DISOPYRAMIDE	3541			A02BD06	CLARITHROMYCIN	21212			ANSM	179-DISOPYRAMIDE.html	Risk of increase of the undesirable effects of the disopyramide: severe hypoglycemia, lengthening of the QT interval, and serious ventricular arrhythmias, especially of the torsades de pointes type	Not recommended	Regular clinical monitoring, laboratory tests, and EKG
C01BA03	DISOPYRAMIDE	3541			A02BD07	CLARITHROMYCIN	21212			ANSM	179-DISOPYRAMIDE.html	Risk of increase of the undesirable effects of the disopyramide: severe hypoglycemia, lengthening of the QT interval, and serious ventricular arrhythmias, especially of the torsades de pointes type	Not recommended	Regular clinical monitoring, laboratory tests, and EKG
C01BA03	DISOPYRAMIDE	3541			D10AF02	ERYTHROMYCIN	4053			ANSM	179-DISOPYRAMIDE.html	Risk of increase of the undesirable effects of the disopyramide: severe hypoglycemia, lengthening of the QT interval, and serious ventricular arrhythmias, especially of the torsades de pointes type.	Not recommended	Regular clinical monitoring, laboratory tests, and EKG
C01BA03	DISOPYRAMIDE	3541			D10AF52	ERYTHROMYCIN	4053			ANSM	179-DISOPYRAMIDE.html	Risk of increase of the undesirable effects of the disopyramide: severe hypoglycemia, lengthening of the QT interval, and serious ventricular arrhythmias, especially of the torsades de pointes type.	Not recommended	Regular clinical monitoring, laboratory tests, and EKG
C01BA03	DISOPYRAMIDE	3541			J01FA01	ERYTHROMYCIN	4053			ANSM	179-DISOPYRAMIDE.html	Risk of increase of the undesirable effects of the disopyramide: severe hypoglycemia, lengthening of the QT interval, and serious ventricular arrhythmias, especially of the torsades de pointes type.	Not recommended	Regular clinical monitoring, laboratory tests, and EKG
C01BA03	DISOPYRAMIDE	3541			S01AA17	ERYTHROMYCIN	4053			ANSM	179-DISOPYRAMIDE.html	Risk of increase of the undesirable effects of the disopyramide: severe hypoglycemia, lengthening of the QT interval, and serious ventricular arrhythmias, especially of the torsades de pointes type.	Not recommended	Regular clinical monitoring, laboratory tests, and EKG
C01BA03	DISOPYRAMIDE	3541			J01FA07	JOSAMYCIN	6084			ANSM	179-DISOPYRAMIDE.html	Risk of increase of the undesirable effects of the disopyramide: severe hypoglycemia, lengthening of the QT interval, and serious ventricular arrhythmias, especially of the torsades de pointes type.	Not recommended	Regular clinical monitoring, laboratory tests, and EKG
			URINARY ALKALIZERS	B05-001		HYDROQUINIDINE	27220			ANSM	18-URINARY-ALKALIZERS.html	Increase of the plasma concentrations of the hydroquinidine and risk of overdose (decrease of renal excretion of the hydroquinidine by alkalinizing of the urine)	Precaution for use	Clinical monitoring, EKG, and possibly testing of the concentrations of the hydroquinidine; if needed, adjustment of the dosage during the alkalinizing treatment and after it is stopped.
			URINARY ALKALIZERS	B05-001	C01BA01	QUINIDINE	9068			ANSM	18-URINARY-ALKALIZERS.html	Increase of the plasma concentrations of the quinidine and risk of overdose (decrease of the renal excretion of the quinidine by alkalinizing of the urine).	Precaution for use	Clinical monitoring, EKG, and possibly testing of the quinidinemia; if needed, adjustment of the dosage during the alkalinizing treatment and after it is stopped.
			URINARY ALKALIZERS	B05-001	C01BA51	QUINIDINE	9068			ANSM	18-URINARY-ALKALIZERS.html	Increase of the plasma concentrations of the quinidine and risk of overdose (decrease of the renal excretion of the quinidine by alkalinizing of the urine).	Precaution for use	Clinical monitoring, EKG, and possibly testing of the quinidinemia; if needed, adjustment of the dosage during the alkalinizing treatment and after it is stopped.
			URINARY ALKALIZERS	B05-001	C01BA71	QUINIDINE	9068			ANSM	18-URINARY-ALKALIZERS.html	Increase of the plasma concentrations of the quinidine and risk of overdose (decrease of the renal excretion of the quinidine by alkalinizing of the urine).	Precaution for use	Clinical monitoring, EKG, and possibly testing of the quinidinemia; if needed, adjustment of the dosage during the alkalinizing treatment and after it is stopped.
