object_drugbank,object,precipitant_drugbank,precipitant
DB00418,Secobarbital,DB00717,Norethindrone
DB00418,Secobarbital,DB01303,Oxtriphylline
DB00418,Secobarbital,DB00860,Prednisolone
DB00418,Secobarbital,DB00635,Prednisone
DB00418,Secobarbital,DB00908,Quinidine
DB00418,Secobarbital,DB00277,Theophylline
DB00418,Secobarbital,DB00755,Tretinoin
DB00418,Secobarbital,DB00620,Triamcinolone
DB00418,Secobarbital,DB00726,Trimipramine
DB00418,Secobarbital,DB00427,Triprolidine
DB00418,Secobarbital,DB00661,Verapamil
DB00418,Secobarbital,DB00682,Warfarin
DB00420,Promazine,DB01200,Bromocriptine
DB00420,Promazine,DB00604,Cisapride
DB00420,Promazine,DB01191,Dexfenfluramine
DB00420,Promazine,DB00937,Diethylpropion
DB00420,Promazine,DB00843,Donepezil
DB00420,Promazine,DB00574,Fenfluramine
DB00420,Promazine,DB00674,Galantamine
DB00420,Promazine,DB01044,Gatifloxacin
DB00420,Promazine,DB00365,Grepafloxacin
DB00420,Promazine,DB01170,Guanethidine
DB00420,Promazine,DB01137,Levofloxacin
DB00420,Promazine,DB00579,Mazindol
DB00420,Promazine,DB00191,Phentermine
DB00420,Promazine,DB00397,Phenylpropanolamine
DB00420,Promazine,DB00342,Terfenadine
DB00421,Spironolactone,DB00542,Benazepril
DB00421,Spironolactone,DB00796,Candesartan
DB00421,Spironolactone,DB01197,Captopril
DB00421,Spironolactone,DB01432,Cholestyramine
DB00421,Spironolactone,DB01340,Cilazapril
DB00421,Spironolactone,DB00390,Digoxin
DB00421,Spironolactone,DB00584,Enalapril
DB00421,Spironolactone,DB00700,Eplerenone
DB00421,Spironolactone,DB00876,Eprosartan
DB00421,Spironolactone,DB00492,Fosinopril
DB00421,Spironolactone,DB01029,Irbesartan
DB00421,Spironolactone,DB00722,Lisinopril
DB00421,Spironolactone,DB00678,Losartan
DB00421,Spironolactone,DB00648,Mitotane
DB00421,Spironolactone,DB00790,Perindopril
DB00421,Spironolactone,DB01344,Polystyrene sulfonate
DB00421,Spironolactone,DB01345,Potassium
DB00421,Spironolactone,DB00881,Quinapril
DB00421,Spironolactone,DB00178,Ramipril
DB00421,Spironolactone,DB00966,Telmisartan
DB00421,Spironolactone,DB00684,Tobramycin
DB00421,Spironolactone,DB00519,Trandolapril
DB00421,Spironolactone,DB00374,Treprostinil
DB00422,Methylphenidate,DB00564,Carbamazepine
DB00422,Methylphenidate,DB00091,Cyclosporine
DB00422,Methylphenidate,DB01170,Guanethidine
DB00422,Methylphenidate,DB01247,Isocarboxazid
DB00422,Methylphenidate,DB00780,Phenelzine
DB00422,Methylphenidate,DB01367,Rasagiline
DB00422,Methylphenidate,DB00519,Trandolapril
DB00422,Methylphenidate,DB00752,Tranylcypromine
DB00423,Methocarbamol,DB00427,Triprolidine
DB00424,Hyoscyamine,DB00843,Donepezil
DB00424,Hyoscyamine,DB00674,Galantamine
DB00424,Hyoscyamine,DB00502,Haloperidol
DB00424,Hyoscyamine,DB00989,Rivastigmine
DB00424,Hyoscyamine,DB00382,Tacrine
DB00424,Hyoscyamine,DB00662,Trimethobenzamide
DB00424,Hyoscyamine,DB00427,Triprolidine
DB00424,Hyoscyamine,DB00209,Trospium
DB00425,Zolpidem,DB00701,Amprenavir
DB00425,Zolpidem,DB01072,Atazanavir
DB00425,Zolpidem,DB01211,Clarithromycin
DB00425,Zolpidem,DB00872,Conivaptan
DB00425,Zolpidem,DB01264,Darunavir
DB00425,Zolpidem,DB00705,Delavirdine
DB00425,Zolpidem,DB01551,Dihydrocodeine
DB00425,Zolpidem,DB00196,Fluconazole
DB00425,Zolpidem,DB01319,Fosamprenavir
DB00425,Zolpidem,DB00224,Indinavir
DB00425,Zolpidem,DB00951,Isoniazid
DB00425,Zolpidem,DB01167,Itraconazole
DB00425,Zolpidem,DB01026,Ketoconazole
DB00425,Zolpidem,DB01601,Lopinavir
DB00425,Zolpidem,DB01403,Methotrimeprazine
DB00425,Zolpidem,DB01149,Nefazodone
DB00425,Zolpidem,DB00220,Nelfinavir
DB00425,Zolpidem,DB00622,Nicardipine
DB00425,Zolpidem,DB01263,Posaconazole
DB00425,Zolpidem,DB00908,Quinidine
DB00425,Zolpidem,DB00503,Ritonavir
DB00425,Zolpidem,DB01232,Saquinavir
DB00425,Zolpidem,DB00976,Telithromycin
DB00425,Zolpidem,DB00427,Triprolidine
DB00425,Zolpidem,DB00582,Voriconazole
DB00427,Triprolidine,DB00819,Acetazolamide
DB00427,Triprolidine,DB01063,Acetophenazine
DB00427,Triprolidine,DB00802,Alfentanil
DB00427,Triprolidine,DB01246,Alimemazine
DB00427,Triprolidine,DB00404,Alprazolam
DB00427,Triprolidine,DB00321,Amitriptyline
DB00427,Triprolidine,DB01351,Amobarbital
DB00427,Triprolidine,DB00543,Amoxapine
DB00427,Triprolidine,DB01238,Aripiprazole
DB00427,Triprolidine,DB00289,Atomoxetine
DB00427,Triprolidine,DB00572,Atropine
DB00427,Triprolidine,DB00972,Azelastine
DB00427,Triprolidine,DB00181,Baclofen
DB00427,Triprolidine,DB00245,Benzatropine
DB00427,Triprolidine,DB00865,Benzphetamine
DB00427,Triprolidine,DB00810,Biperiden
DB00427,Triprolidine,DB01558,Bromazepam
DB00427,Triprolidine,DB01237,Bromodiphenhydramine
DB00427,Triprolidine,DB00835,Brompheniramine
DB00427,Triprolidine,DB00921,Buprenorphine
DB00427,Triprolidine,DB01156,Bupropion
DB00427,Triprolidine,DB00237,Butabarbital
DB00427,Triprolidine,DB00241,Butalbital
DB00427,Triprolidine,DB00611,Butorphanol
DB00427,Triprolidine,DB00564,Carbamazepine
DB00427,Triprolidine,DB00748,Carbinoxamine
DB00427,Triprolidine,DB00395,Carisoprodol
DB00427,Triprolidine,DB01563,Chloral hydrate
DB00427,Triprolidine,DB00475,Chlordiazepoxide
DB00427,Triprolidine,DB01114,Chlorphenamine
DB00427,Triprolidine,DB00856,Chlorphenesin
DB00427,Triprolidine,DB00477,Chlorpromazine
DB00427,Triprolidine,DB00356,Chlorzoxazone
DB00427,Triprolidine,DB00215,Citalopram
DB00427,Triprolidine,DB00283,Clemastine
DB00427,Triprolidine,DB00771,Clidinium
DB00427,Triprolidine,DB00349,Clobazam
DB00427,Triprolidine,DB01242,Clomipramine
DB00427,Triprolidine,DB01068,Clonazepam
DB00427,Triprolidine,DB00628,Clorazepate
DB00427,Triprolidine,DB00363,Clozapine
DB00427,Triprolidine,DB00318,Codeine
DB00427,Triprolidine,DB01176,Cyclizine
DB00427,Triprolidine,DB00924,Cyclobenzaprine
DB00427,Triprolidine,DB00979,Cyclopentolate
DB00427,Triprolidine,DB00434,Cyproheptadine
DB00427,Triprolidine,DB01219,Dantrolene
DB00427,Triprolidine,DB00496,Darifenacin
DB00427,Triprolidine,DB01151,Desipramine
DB00427,Triprolidine,DB00967,Desloratadine
DB00427,Triprolidine,DB00405,Dexbrompheniramine
DB00427,Triprolidine,DB01576,Dextroamphetamine
DB00427,Triprolidine,DB00647,Dextropropoxyphene
DB00427,Triprolidine,DB01209,Dezocine
DB00427,Triprolidine,DB00829,Diazepam
DB00427,Triprolidine,DB00804,Dicyclomine
DB00427,Triprolidine,DB01551,Dihydrocodeine
DB00427,Triprolidine,DB00985,Dimenhydrinate
DB00427,Triprolidine,DB01075,Diphenhydramine
DB00427,Triprolidine,DB00843,Donepezil
DB00427,Triprolidine,DB01142,Doxepin
DB00427,Triprolidine,DB00366,Doxylamine
DB00427,Triprolidine,DB00450,Droperidol
DB00427,Triprolidine,DB00476,Duloxetine
DB00427,Triprolidine,DB00494,Entacapone
DB00427,Triprolidine,DB01175,Escitalopram
DB00427,Triprolidine,DB01215,Estazolam
DB00427,Triprolidine,DB00402,Eszopiclone
DB00427,Triprolidine,DB00898,Ethanol
DB00427,Triprolidine,DB00593,Ethosuximide
DB00427,Triprolidine,DB00754,Ethotoin
DB00427,Triprolidine,DB00949,Felbamate
DB00427,Triprolidine,DB00813,Fentanyl
DB00427,Triprolidine,DB00950,Fexofenadine
DB00427,Triprolidine,DB01148,Flavoxate
DB00427,Triprolidine,DB04841,Flunarizine
DB00427,Triprolidine,DB00472,Fluoxetine
DB00427,Triprolidine,DB00875,Flupentixol
DB00427,Triprolidine,DB00623,Fluphenazine
DB00427,Triprolidine,DB00690,Flurazepam
DB00427,Triprolidine,DB00176,Fluvoxamine
DB00427,Triprolidine,DB01320,Fosphenytoin
DB00427,Triprolidine,DB00996,Gabapentin
DB00427,Triprolidine,DB00674,Galantamine
DB00427,Triprolidine,DB01437,Glutethimide
DB00427,Triprolidine,DB00986,Glycopyrrolate
DB00427,Triprolidine,DB00502,Haloperidol
DB00427,Triprolidine,DB00725,Homatropine Methylbromide
DB00427,Triprolidine,DB00956,Hydrocodone
DB00427,Triprolidine,DB00327,Hydromorphone
DB00427,Triprolidine,DB00557,Hydroxyzine
DB00427,Triprolidine,DB00424,Hyoscyamine
DB00427,Triprolidine,DB00458,Imipramine
DB00427,Triprolidine,DB00332,Ipratropium bromide
DB00427,Triprolidine,DB01247,Isocarboxazid
DB00427,Triprolidine,DB00920,Ketotifen
DB00427,Triprolidine,DB00555,Lamotrigine
DB00427,Triprolidine,DB01202,Levetiracetam
DB00427,Triprolidine,DB00854,Levorphanol
DB00427,Triprolidine,DB01255,Lisdexamfetamine
DB00427,Triprolidine,DB00455,Loratadine
DB00427,Triprolidine,DB00186,Lorazepam
DB00427,Triprolidine,DB00408,Loxapine
DB00427,Triprolidine,DB00653,Magnesium Sulfate
DB00427,Triprolidine,DB00934,Maprotiline
DB00427,Triprolidine,DB00737,Meclizine
DB00427,Triprolidine,DB04843,Mepenzolate
DB00427,Triprolidine,DB00933,Mesoridazine
DB00427,Triprolidine,DB00660,Metaxalone
DB00427,Triprolidine,DB00333,Methadone
DB00427,Triprolidine,DB01577,Methamphetamine
DB00427,Triprolidine,DB00940,Methantheline
DB00427,Triprolidine,DB00423,Methocarbamol
DB00427,Triprolidine,DB00474,Methohexital
DB00427,Triprolidine,DB05246,Methsuximide
DB00427,Triprolidine,DB00462,Methylscopolamine bromide
DB00427,Triprolidine,DB00683,Midazolam
DB00427,Triprolidine,DB00370,Mirtazapine
DB00427,Triprolidine,DB01171,Moclobemide
DB00427,Triprolidine,DB01618,Molindone
DB00427,Triprolidine,DB00295,Morphine
DB00427,Triprolidine,DB00486,Nabilone
DB00427,Triprolidine,DB00844,Nalbuphine
DB00427,Triprolidine,DB01149,Nefazodone
DB00427,Triprolidine,DB00540,Nortriptyline
DB00427,Triprolidine,DB00334,Olanzapine
DB00427,Triprolidine,DB01173,Orphenadrine
DB00427,Triprolidine,DB00842,Oxazepam
DB00427,Triprolidine,DB01062,Oxybutynin
DB00427,Triprolidine,DB00497,Oxycodone
DB00427,Triprolidine,DB01192,Oxymorphone
DB00427,Triprolidine,DB01267,Paliperidone
DB00427,Triprolidine,DB00715,Paroxetine
DB00427,Triprolidine,DB00652,Pentazocine
DB00427,Triprolidine,DB00312,Pentobarbital
DB00427,Triprolidine,DB00850,Perphenazine
DB00427,Triprolidine,DB00454,Pethidine
DB00427,Triprolidine,DB01579,Phendimetrazine
DB00427,Triprolidine,DB00780,Phenelzine
DB00427,Triprolidine,DB01619,Phenindamine
DB00427,Triprolidine,DB01174,Phenobarbital
DB00427,Triprolidine,DB00191,Phentermine
DB00427,Triprolidine,DB00252,Phenytoin
DB00427,Triprolidine,DB01100,Pimozide
DB00427,Triprolidine,DB01621,Pipotiazine
DB00427,Triprolidine,DB06153,Pizotifen
DB00427,Triprolidine,DB00413,Pramipexole
DB00427,Triprolidine,DB01278,Pramlintide
DB00427,Triprolidine,DB01588,Prazepam
DB00427,Triprolidine,DB00230,Pregabalin
DB00427,Triprolidine,DB00794,Primidone
DB00427,Triprolidine,DB00433,Prochlorperazine
DB00427,Triprolidine,DB00387,Procyclidine
DB00427,Triprolidine,DB01069,Promethazine
DB00427,Triprolidine,DB00782,Propantheline
DB00427,Triprolidine,DB00344,Protriptyline
DB00427,Triprolidine,DB01589,Quazepam
DB00427,Triprolidine,DB01224,Quetiapine
DB00427,Triprolidine,DB00980,Ramelteon
DB00427,Triprolidine,DB00899,Remifentanil
DB00427,Triprolidine,DB00206,Reserpine
DB00427,Triprolidine,DB00734,Risperidone
DB00427,Triprolidine,DB05271,Rotigotine
DB00427,Triprolidine,DB00747,Scopolamine
DB00427,Triprolidine,DB00418,Secobarbital
DB00427,Triprolidine,DB01104,Sertraline
DB00427,Triprolidine,DB01591,Solifenacin
DB00427,Triprolidine,DB00708,Sufentanil
DB00427,Triprolidine,DB00382,Tacrine
DB00427,Triprolidine,DB00231,Temazepam
DB00427,Triprolidine,DB04844,Tetrabenazine
DB00427,Triprolidine,DB01041,Thalidomide
DB00427,Triprolidine,DB00599,Thiopental
DB00427,Triprolidine,DB00679,Thioridazine
DB00427,Triprolidine,DB01623,Thiothixene
DB00427,Triprolidine,DB00906,Tiagabine
DB00427,Triprolidine,DB01409,Tiotropium
DB00427,Triprolidine,DB00697,Tizanidine
DB00427,Triprolidine,DB00323,Tolcapone
DB00427,Triprolidine,DB01036,Tolterodine
DB00427,Triprolidine,DB00273,Topiramate
DB00427,Triprolidine,DB00193,Tramadol
DB00427,Triprolidine,DB00752,Tranylcypromine
DB00427,Triprolidine,DB00656,Trazodone
DB00427,Triprolidine,DB00897,Triazolam
DB00427,Triprolidine,DB00831,Trifluoperazine
DB00427,Triprolidine,DB00376,Trihexyphenidyl
DB00427,Triprolidine,DB00347,Trimethadione
DB00427,Triprolidine,DB00662,Trimethobenzamide
DB00427,Triprolidine,DB00726,Trimipramine
DB00427,Triprolidine,DB00209,Trospium
DB00427,Triprolidine,DB00285,Venlafaxine
DB00427,Triprolidine,DB01080,Vigabatrin
DB00427,Triprolidine,DB00962,Zaleplon
DB00427,Triprolidine,DB06283,Ziconotide
DB00427,Triprolidine,DB00246,Ziprasidone
DB00427,Triprolidine,DB00425,Zolpidem
DB00427,Triprolidine,DB00909,Zonisamide
DB00427,Triprolidine,DB01198,Zopiclone
DB00427,Triprolidine,DB01624,Zuclopenthixol
DB00427,Triprolidine,DB08919,Zuclopenthixol acetate
DB00427,Triprolidine,DB08920,Zuclopenthixol decanoate
DB00428,Streptozocin,DB06769,Bendamustine
DB00428,Streptozocin,DB00072,Trastuzumab
DB00433,Prochlorperazine,DB00182,Amphetamine
DB00433,Prochlorperazine,DB00865,Benzphetamine
DB00433,Prochlorperazine,DB01200,Bromocriptine
DB00433,Prochlorperazine,DB00604,Cisapride
DB00433,Prochlorperazine,DB01191,Dexfenfluramine
DB00433,Prochlorperazine,DB01576,Dextroamphetamine
DB00433,Prochlorperazine,DB00937,Diethylpropion
DB00433,Prochlorperazine,DB00843,Donepezil
DB00433,Prochlorperazine,DB00574,Fenfluramine
DB00433,Prochlorperazine,DB00674,Galantamine
DB00433,Prochlorperazine,DB01044,Gatifloxacin
DB00433,Prochlorperazine,DB00365,Grepafloxacin
DB00433,Prochlorperazine,DB01170,Guanethidine
DB00433,Prochlorperazine,DB01137,Levofloxacin
DB00433,Prochlorperazine,DB00579,Mazindol
DB00433,Prochlorperazine,DB01577,Methamphetamine
DB00433,Prochlorperazine,DB01578,Metrizamide
DB00433,Prochlorperazine,DB01579,Phendimetrazine
DB00433,Prochlorperazine,DB00830,Phenmetrazine
DB00433,Prochlorperazine,DB00191,Phentermine
DB00433,Prochlorperazine,DB00397,Phenylpropanolamine
DB00433,Prochlorperazine,DB00989,Rivastigmine
DB00433,Prochlorperazine,DB01208,Sparfloxacin
DB00433,Prochlorperazine,DB00382,Tacrine
DB00433,Prochlorperazine,DB00342,Terfenadine
DB00433,Prochlorperazine,DB04844,Tetrabenazine
DB00433,Prochlorperazine,DB00662,Trimethobenzamide
DB00433,Prochlorperazine,DB00427,Triprolidine
DB00433,Prochlorperazine,DB00209,Trospium
DB00434,Cyproheptadine,DB00843,Donepezil
DB00434,Cyproheptadine,DB00472,Fluoxetine
DB00434,Cyproheptadine,DB00674,Galantamine
DB00434,Cyproheptadine,DB01011,Metyrapone
DB00434,Cyproheptadine,DB00989,Rivastigmine
DB00434,Cyproheptadine,DB00382,Tacrine
DB00434,Cyproheptadine,DB00427,Triprolidine
DB00434,Cyproheptadine,DB00209,Trospium
DB00436,Bendroflumethiazide,DB01078,Deslanoside
DB00436,Bendroflumethiazide,DB01119,Diazoxide
DB00436,Bendroflumethiazide,DB01396,Digitoxin
DB00436,Bendroflumethiazide,DB00390,Digoxin
DB00436,Bendroflumethiazide,DB00204,Dofetilide
DB00436,Bendroflumethiazide,DB01356,Lithium
DB00436,Bendroflumethiazide,DB00519,Trandolapril
DB00436,Bendroflumethiazide,DB00374,Treprostinil
DB00437,Allopurinol,DB01418,Acenocoumarol
DB00437,Allopurinol,DB01125,Anisindione
DB00437,Allopurinol,DB00993,Azathioprine
DB00437,Allopurinol,DB00091,Cyclosporine
DB00437,Allopurinol,DB00266,Dicoumarol
DB00437,Allopurinol,DB01033,Mercaptopurine
DB00437,Allopurinol,DB00519,Trandolapril
DB00437,Allopurinol,DB00682,Warfarin
DB00438,Ceftazidime,DB00479,Amikacin
DB00438,Ceftazidime,DB00798,Gentamicin
DB00438,Ceftazidime,DB01172,Kanamycin
DB00438,Ceftazidime,DB00994,Neomycin
DB00438,Ceftazidime,DB00955,Netilmicin
DB00438,Ceftazidime,DB01082,Streptomycin
DB00438,Ceftazidime,DB00684,Tobramycin
DB00439,Cerivastatin,DB01393,Bezafibrate
DB00439,Cerivastatin,DB00559,Bosentan
DB00439,Cerivastatin,DB01211,Clarithromycin
DB00439,Cerivastatin,DB01394,Colchicine
DB00439,Cerivastatin,DB00091,Cyclosporine
DB00439,Cerivastatin,DB00343,Diltiazem
DB00439,Cerivastatin,DB00199,Erythromycin
DB00439,Cerivastatin,DB01039,Fenofibrate
DB00439,Cerivastatin,DB01241,Gemfibrozil
DB00439,Cerivastatin,DB00619,Imatinib
DB00439,Cerivastatin,DB01167,Itraconazole
DB00439,Cerivastatin,DB01321,Josamycin
DB00439,Cerivastatin,DB01026,Ketoconazole
DB00439,Cerivastatin,DB01149,Nefazodone
DB00439,Cerivastatin,DB01369,Quinupristin
DB00439,Cerivastatin,DB00615,Rifabutin
DB00439,Cerivastatin,DB01045,Rifampicin
DB00440,Trimethoprim,DB01101,Capecitabine
DB00440,Trimethoprim,DB00250,Dapsone
DB00440,Trimethoprim,DB00705,Delavirdine
DB00440,Trimethoprim,DB00204,Dofetilide
DB00440,Trimethoprim,DB00322,Floxuridine
DB00440,Trimethoprim,DB00196,Fluconazole
DB00440,Trimethoprim,DB00544,Fluorouracil
DB00440,Trimethoprim,DB00712,Flurbiprofen
DB00440,Trimethoprim,DB01320,Fosphenytoin
DB00440,Trimethoprim,DB01241,Gemfibrozil
DB00440,Trimethoprim,DB01050,Ibuprofen
DB00440,Trimethoprim,DB00328,Indomethacin
DB00440,Trimethoprim,DB01026,Ketoconazole
DB00440,Trimethoprim,DB00650,Leucovorin
DB00440,Trimethoprim,DB00784,Mefenamic acid
DB00440,Trimethoprim,DB00563,Methotrexate
DB00440,Trimethoprim,DB01110,Miconazole
DB00440,Trimethoprim,DB00622,Nicardipine
DB00440,Trimethoprim,DB00252,Phenytoin
DB00440,Trimethoprim,DB00554,Piroxicam
DB00440,Trimethoprim,DB01035,Procainamide
DB00440,Trimethoprim,DB01045,Rifampicin
DB00440,Trimethoprim,DB06268,Sitaxentan
DB00440,Trimethoprim,DB00359,Sulfadiazine
DB00440,Trimethoprim,DB00263,Sulfisoxazole
DB00440,Trimethoprim,DB00684,Tobramycin
DB00440,Trimethoprim,DB01124,Tolbutamide
DB00440,Trimethoprim,DB00519,Trandolapril
DB00440,Trimethoprim,DB00755,Tretinoin
DB00441,Gemcitabine,DB01418,Acenocoumarol
DB00441,Gemcitabine,DB01125,Anisindione
DB00441,Gemcitabine,DB00006,Bivalirudin
DB00441,Gemcitabine,DB00266,Dicoumarol
DB00441,Gemcitabine,DB01229,Paclitaxel
DB00441,Gemcitabine,DB06287,Temsirolimus
DB00441,Gemcitabine,DB00072,Trastuzumab
DB00441,Gemcitabine,DB00682,Warfarin
DB00443,Betamethasone,DB01418,Acenocoumarol
DB00443,Betamethasone,DB00945,Acetylsalicylic acid
DB00443,Betamethasone,DB01122,Ambenonium
DB00443,Betamethasone,DB01351,Amobarbital
DB00443,Betamethasone,DB01125,Anisindione
DB00443,Betamethasone,DB01352,Aprobarbital
DB00443,Betamethasone,DB01294,Bismuth Subsalicylate
DB00443,Betamethasone,DB00237,Butabarbital
DB00443,Betamethasone,DB00241,Butalbital
DB00443,Betamethasone,DB01353,Butethal
DB00443,Betamethasone,DB00266,Dicoumarol
DB00443,Betamethasone,DB01341,Dihydroquinidine barbiturate
DB00443,Betamethasone,DB01010,Edrophonium
DB00443,Betamethasone,DB00754,Ethotoin
DB00443,Betamethasone,DB01320,Fosphenytoin
DB00443,Betamethasone,DB01354,Heptabarbital
DB00443,Betamethasone,DB01355,Hexobarbital
DB00443,Betamethasone,DB05039,Indacaterol
DB00443,Betamethasone,DB01397,Magnesium salicylate
DB00443,Betamethasone,DB00532,Mephenytoin
DB00443,Betamethasone,DB00474,Methohexital
DB00443,Betamethasone,DB00849,Methylphenobarbital
DB00443,Betamethasone,DB00211,Midodrine
DB00443,Betamethasone,DB00312,Pentobarbital
DB00443,Betamethasone,DB01174,Phenobarbital
DB00443,Betamethasone,DB00252,Phenytoin
DB00443,Betamethasone,DB00794,Primidone
DB00443,Betamethasone,DB00545,Pyridostigmine
DB00443,Betamethasone,DB01346,Quinidine barbiturate
DB00443,Betamethasone,DB01045,Rifampicin
DB00443,Betamethasone,DB01398,Salicylate-sodium
DB00443,Betamethasone,DB01399,Salsalate
DB00443,Betamethasone,DB00418,Secobarbital
DB00443,Betamethasone,DB00382,Tacrine
DB00443,Betamethasone,DB00306,Talbutal
DB00443,Betamethasone,DB00072,Trastuzumab
DB00443,Betamethasone,DB01401,Trisalicylate-choline
DB00443,Betamethasone,DB01339,Vecuronium
DB00443,Betamethasone,DB00682,Warfarin
DB00444,Teniposide,DB00701,Amprenavir
DB00444,Teniposide,DB01072,Atazanavir
DB00444,Teniposide,DB00237,Butabarbital
DB00444,Teniposide,DB00241,Butalbital
DB00444,Teniposide,DB01211,Clarithromycin
DB00444,Teniposide,DB00872,Conivaptan
DB00444,Teniposide,DB01264,Darunavir
DB00444,Teniposide,DB00705,Delavirdine
DB00444,Teniposide,DB01319,Fosamprenavir
DB00444,Teniposide,DB00619,Imatinib
DB00444,Teniposide,DB00224,Indinavir
DB00444,Teniposide,DB00951,Isoniazid
DB00444,Teniposide,DB01167,Itraconazole
DB00444,Teniposide,DB01026,Ketoconazole
DB00444,Teniposide,DB01601,Lopinavir
DB00444,Teniposide,DB01110,Miconazole
DB00444,Teniposide,DB00108,Natalizumab
DB00444,Teniposide,DB01149,Nefazodone
DB00444,Teniposide,DB00220,Nelfinavir
DB00444,Teniposide,DB00622,Nicardipine
DB00444,Teniposide,DB01263,Posaconazole
DB00444,Teniposide,DB00908,Quinidine
DB00444,Teniposide,DB01369,Quinupristin
DB00444,Teniposide,DB00503,Ritonavir
DB00444,Teniposide,DB01232,Saquinavir
DB00444,Teniposide,DB00976,Telithromycin
DB00444,Teniposide,DB00072,Trastuzumab
DB00444,Teniposide,DB00582,Voriconazole
DB00445,Epirubicin,DB00501,Cimetidine
DB00445,Epirubicin,DB00072,Trastuzumab
DB00446,Chloramphenicol,DB00414,Acetohexamide
DB00446,Chloramphenicol,DB00241,Butalbital
DB00446,Chloramphenicol,DB00672,Chlorpropamide
DB00446,Chloramphenicol,DB00091,Cyclosporine
DB00446,Chloramphenicol,DB00754,Ethotoin
DB00446,Chloramphenicol,DB01320,Fosphenytoin
DB00446,Chloramphenicol,DB01120,Gliclazide
DB00446,Chloramphenicol,DB01067,Glipizide
DB00446,Chloramphenicol,DB01289,Glisoxepide
DB00446,Chloramphenicol,DB01016,Glyburide
DB00446,Chloramphenicol,DB01382,Glycodiazine
DB00446,Chloramphenicol,DB08815,Lurasidone
DB00446,Chloramphenicol,DB00532,Mephenytoin
DB00446,Chloramphenicol,DB00252,Phenytoin
DB00446,Chloramphenicol,DB01045,Rifampicin
DB00446,Chloramphenicol,DB06207,Silodosin
DB00446,Chloramphenicol,DB00864,Tacrolimus
DB00446,Chloramphenicol,DB00599,Thiopental
DB00446,Chloramphenicol,DB00839,Tolazamide
DB00446,Chloramphenicol,DB01124,Tolbutamide
DB00447,Loracarbef,DB01032,Probenecid
DB00448,Lansoprazole,DB01072,Atazanavir
DB00448,Lansoprazole,DB06616,Bosutinib
DB00448,Lansoprazole,DB01066,Cefditoren
DB00448,Lansoprazole,DB00758,Clopidogrel
DB00448,Lansoprazole,DB00467,Enoxacin
DB00448,Lansoprazole,DB00224,Indinavir
DB00448,Lansoprazole,DB01167,Itraconazole
DB00448,Lansoprazole,DB01026,Ketoconazole
DB00448,Lansoprazole,DB06209,Prasugrel
DB00448,Lansoprazole,DB08864,Rilpivirine
DB00448,Lansoprazole,DB00364,Sucralfate
DB00449,Dipivefrin,DB06700,Desvenlafaxine
DB00449,Dipivefrin,DB00285,Venlafaxine
DB00450,Droperidol,DB06697,Artemether
DB00450,Droperidol,DB00484,Brimonidine
DB00450,Droperidol,DB00921,Buprenorphine
DB00450,Droperidol,DB00237,Butabarbital
DB00450,Droperidol,DB00241,Butalbital
DB00450,Droperidol,DB00611,Butorphanol
DB00450,Droperidol,DB00395,Carisoprodol
DB00450,Droperidol,DB01551,Dihydrocodeine
DB00450,Droperidol,DB06708,Lumefantrine
DB00450,Droperidol,DB01369,Quinupristin
DB00450,Droperidol,DB00382,Tacrine
DB00450,Droperidol,DB00864,Tacrolimus
DB00450,Droperidol,DB04844,Tetrabenazine
DB00450,Droperidol,DB01623,Thiothixene
DB00450,Droperidol,DB00539,Toremifene
DB00450,Droperidol,DB00662,Trimethobenzamide
DB00450,Droperidol,DB00726,Trimipramine
DB00450,Droperidol,DB00427,Triprolidine
DB00450,Droperidol,DB00209,Trospium
DB00450,Droperidol,DB00582,Voriconazole
DB00450,Droperidol,DB02546,Vorinostat
DB00450,Droperidol,DB00246,Ziprasidone
DB00450,Droperidol,DB01624,Zuclopenthixol
DB00450,Droperidol,DB08919,Zuclopenthixol acetate
DB00450,Droperidol,DB08920,Zuclopenthixol decanoate
