drug pair    NDFRT    DrugBank
http://bio2rdf.org/drugbank:DB00514-http://bio2rdf.org/drugbank:DB01247    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000033572', u'DEXTROMETHORPHAN/ISOCARBOXAZID [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB00852-http://bio2rdf.org/drugbank:DB00752    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000032824', u'PSEUDOEPHEDRINE/TRANYLCYPROMINE [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB01241-http://bio2rdf.org/drugbank:DB01132    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000182390', u'GEMFIBROZIL/PIOGLITAZONE [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB00763-http://bio2rdf.org/drugbank:DB01125    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000033656', u'ANISINDIONE/METHIMAZOLE [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB00196-http://bio2rdf.org/drugbank:DB00813    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000180037', u'FENTANYL/FLUCONAZOLE [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB00563-http://bio2rdf.org/drugbank:DB00712    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000032697', u'FLURBIPROFEN/METHOTREXATE [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB00384-http://bio2rdf.org/drugbank:DB01029    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000176595', u'IRBESARTAN/TRIAMTERENE [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB01211-http://bio2rdf.org/drugbank:DB00864    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000033290', u'CLARITHROMYCIN/TACROLIMUS [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB01045-http://bio2rdf.org/drugbank:DB01268    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000176664', u'RIFAMPIN/SUNITINIB [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB00476-http://bio2rdf.org/drugbank:DB00780    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000035186', u'DULOXETINE/PHENELZINE [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB01045-http://bio2rdf.org/drugbank:DB00860    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000034195', u'PREDNISOLONE/RIFAMPIN [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB01235-http://bio2rdf.org/drugbank:DB00780    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000176481', u'LEVODOPA/PHENELZINE [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB01125-http://bio2rdf.org/drugbank:DB00712    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000032945', u'ANISINDIONE/FLURBIPROFEN [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB00908-http://bio2rdf.org/drugbank:DB00501    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000035066', u'CIMETIDINE/QUINIDINE [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB00661-http://bio2rdf.org/drugbank:DB00277    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000033244', u'THEOPHYLLINE/VERAPAMIL [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB01211-http://bio2rdf.org/drugbank:DB01100    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000033600', u'CLARITHROMYCIN/PIMOZIDE [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB00421-http://bio2rdf.org/drugbank:DB00966    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000176610', u'SPIRONOLACTONE/TELMISARTAN [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB00795-http://bio2rdf.org/drugbank:DB00993    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000176736', u'AZATHIOPRINE/SULFASALAZINE [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB01359-http://bio2rdf.org/drugbank:DB00668    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000032627', u'EPINEPHRINE/PENBUTOLOL [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB00754-http://bio2rdf.org/drugbank:DB00951    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000180704', u'ETHOTOIN/ISONIAZID [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB01593-http://bio2rdf.org/drugbank:DB01059    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000180639', u'NORFLOXACIN/ZINC [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB00641-http://bio2rdf.org/drugbank:DB00976    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000035213', u'SIMVASTATIN/TELITHROMYCIN [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB00537-http://bio2rdf.org/drugbank:DB00277    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000032739', u'CIPROFLOXACIN/THEOPHYLLINE [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB00218-http://bio2rdf.org/drugbank:DB01378    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000176498', u'MAGNESIUM/MOXIFLOXACIN [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB00246-http://bio2rdf.org/drugbank:DB00344    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000176808', u'PROTRIPTYLINE/ZIPRASIDONE [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB01045-http://bio2rdf.org/drugbank:DB01016    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000034666', u'GLYBURIDE/RIFAMPIN [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB00091-http://bio2rdf.org/drugbank:DB00343    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000033317', u'CYCLOSPORINE/DILTIAZEM [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB00091-http://bio2rdf.org/drugbank:DB00196    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000033491', u'CYCLOSPORINE/FLUCONAZOLE [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB00091-http://bio2rdf.org/drugbank:DB00199    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000032743', u'CYCLOSPORINE/ERYTHROMYCIN [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB00717-http://bio2rdf.org/drugbank:DB00400    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000035342', u'GRISEOFULVIN/NORETHINDRONE [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB00246-http://bio2rdf.org/drugbank:DB00726    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000176810', u'TRIMIPRAMINE/ZIPRASIDONE [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB00440-http://bio2rdf.org/drugbank:DB00563    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000034433', u'METHOTREXATE/TRIMETHOPRIM [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB00091-http://bio2rdf.org/drugbank:DB00864    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000033289', u'CYCLOSPORINE/TACROLIMUS [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB01211-http://bio2rdf.org/drugbank:DB00625    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000035133', u'CLARITHROMYCIN/EFAVIRENZ [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB01045-http://bio2rdf.org/drugbank:DB00741    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000033630', u'HYDROCORTISONE/RIFAMPIN [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB06287-http://bio2rdf.org/drugbank:DB00503    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000179923', u'RITONAVIR/TEMSIROLIMUS [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB01026-http://bio2rdf.org/drugbank:DB00683    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000033483', u'KETOCONAZOLE/MIDAZOLAM [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB00582-http://bio2rdf.org/drugbank:DB00813    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000180698', u'FENTANYL/VORICONAZOLE [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB01118-http://bio2rdf.org/drugbank:DB00813    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000033555', u'AMIODARONE/FENTANYL [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB00353-http://bio2rdf.org/drugbank:DB00625    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000034253', u'EFAVIRENZ/METHYLERGONOVINE [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB00604-http://bio2rdf.org/drugbank:DB00199    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000033355', u'CISAPRIDE/ERYTHROMYCIN [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB00584-http://bio2rdf.org/drugbank:DB01345    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000176587', u'ENALAPRIL/POTASSIUM [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB00848-http://bio2rdf.org/drugbank:DB01125    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000033715', u'ANISINDIONE/LEVAMISOLE [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB01367-http://bio2rdf.org/drugbank:DB01364    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000176833', u'EPHEDRINE/RASAGILINE [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB00700-http://bio2rdf.org/drugbank:DB01211    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000182320', u'CLARITHROMYCIN/EPLERENONE [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB00091-http://bio2rdf.org/drugbank:DB00252    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000032742', u'CYCLOSPORINE/PHENYTOIN [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB01045-http://bio2rdf.org/drugbank:DB00932    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000035459', u'RIFAMPIN/TIPRANAVIR [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB00641-http://bio2rdf.org/drugbank:DB00199    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000034126', u'ERYTHROMYCIN/SIMVASTATIN [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB00091-http://bio2rdf.org/drugbank:DB00661    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000033318', u'CYCLOSPORINE/VERAPAMIL [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB00196-http://bio2rdf.org/drugbank:DB01215    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000181981', u'ESTAZOLAM/FLUCONAZOLE [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB01035-http://bio2rdf.org/drugbank:DB00604    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000034143', u'CISAPRIDE/PROCAINAMIDE [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB00924-http://bio2rdf.org/drugbank:DB01367    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000176826', u'CYCLOBENZAPRINE/RASAGILINE [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB01151-http://bio2rdf.org/drugbank:DB00615    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000033912', u'DESIPRAMINE/RIFABUTIN [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB00543-http://bio2rdf.org/drugbank:DB00575    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000033410', u'AMOXAPINE/CLONIDINE [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB01367-http://bio2rdf.org/drugbank:DB00715    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000176853', u'PAROXETINE/RASAGILINE [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB01223-http://bio2rdf.org/drugbank:DB01059    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000033321', u'AMINOPHYLLINE/NORFLOXACIN [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB00246-http://bio2rdf.org/drugbank:DB00604    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000176470', u'CISAPRIDE/ZIPRASIDONE [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB00252-http://bio2rdf.org/drugbank:DB00783    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000033942', u'ESTRADIOL/PHENYTOIN [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB00266-http://bio2rdf.org/drugbank:DB00788    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000032973', u'DICUMAROL/NAPROXEN [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB01045-http://bio2rdf.org/drugbank:DB00343    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000176487', u'DILTIAZEM/RIFAMPIN [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB01118-http://bio2rdf.org/drugbank:DB00218    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000034212', u'AMIODARONE/MOXIFLOXACIN [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB00266-http://bio2rdf.org/drugbank:DB00784    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000032972', u'DICUMAROL/MEFENAMIC ACID [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB00897-http://bio2rdf.org/drugbank:DB00701    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000034281', u'AMPRENAVIR/TRIAZOLAM [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB00700-http://bio2rdf.org/drugbank:DB00503    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000034995', u'EPLERENONE/RITONAVIR [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB00636-http://bio2rdf.org/drugbank:DB01125    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000033653', u'ANISINDIONE/CLOFIBRATE [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB06287-http://bio2rdf.org/drugbank:DB00615    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000179919', u'RIFABUTIN/TEMSIROLIMUS [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB00384-http://bio2rdf.org/drugbank:DB00678    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000176598', u'LOSARTAN/TRIAMTERENE [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB00684-http://bio2rdf.org/drugbank:DB01199    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000032837', u'TOBRAMYCIN/TUBOCURARINE [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB01045-http://bio2rdf.org/drugbank:DB01242    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000033911', u'CLOMIPRAMINE/RIFAMPIN [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB00582-http://bio2rdf.org/drugbank:DB00227    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000034802', u'LOVASTATIN/VORICONAZOLE [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB00752-http://bio2rdf.org/drugbank:DB01242    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000033375', u'CLOMIPRAMINE/TRANYLCYPROMINE [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB01263-http://bio2rdf.org/drugbank:DB00864    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000181847', u'POSACONAZOLE/TACROLIMUS [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB00246-http://bio2rdf.org/drugbank:DB00564    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000176477', u'CARBAMAZEPINE/ZIPRASIDONE [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB01039-http://bio2rdf.org/drugbank:DB00641    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000034389', u'FENOFIBRATE/SIMVASTATIN [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB00091-http://bio2rdf.org/drugbank:DB00227    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000032999', u'CYCLOSPORINE/LOVASTATIN [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB00683-http://bio2rdf.org/drugbank:DB01211    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000034121', u'CLARITHROMYCIN/MIDAZOLAM [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB01232-http://bio2rdf.org/drugbank:DB06287    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000180070', u'SAQUINAVIR/TEMSIROLIMUS [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB00503-http://bio2rdf.org/drugbank:DB06772    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000181748', u'CABAZITAXEL/RITONAVIR [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB01045-http://bio2rdf.org/drugbank:DB00503    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000033886', u'RIFAMPIN/RITONAVIR [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB00752-http://bio2rdf.org/drugbank:DB00601    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000177991', u'LINEZOLID/TRANYLCYPROMINE [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB00202-http://bio2rdf.org/drugbank:DB00479    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000034032', u'AMIKACIN/SUCCINYLCHOLINE [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB00196-http://bio2rdf.org/drugbank:DB00404    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000034441', u'ALPRAZOLAM/FLUCONAZOLE [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB00726-http://bio2rdf.org/drugbank:DB00780    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000033404', u'PHENELZINE/TRIMIPRAMINE [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB00514-http://bio2rdf.org/drugbank:DB00715    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000033584', u'DEXTROMETHORPHAN/PAROXETINE [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB01026-http://bio2rdf.org/drugbank:DB00448    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000034330', u'KETOCONAZOLE/LANSOPRAZOLE [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB01215-http://bio2rdf.org/drugbank:DB00363    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000033251', u'CLOZAPINE/ESTAZOLAM [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB00881-http://bio2rdf.org/drugbank:DB00594    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000033018', u'AMILORIDE/QUINAPRIL [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB00214-http://bio2rdf.org/drugbank:DB00479    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000033838', u'AMIKACIN/TORSEMIDE [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB01592-http://bio2rdf.org/drugbank:DB00218    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000176525', u'IRON/MOXIFLOXACIN [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB00897-http://bio2rdf.org/drugbank:DB00199    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000033096', u'ERYTHROMYCIN/TRIAZOLAM [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB00321-http://bio2rdf.org/drugbank:DB01247    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000033363', u'AMITRIPTYLINE/ISOCARBOXAZID [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB00519-http://bio2rdf.org/drugbank:DB01356    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000034220', u'LITHIUM/TRANDOLAPRIL [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB00247-http://bio2rdf.org/drugbank:DB00625    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000034261', u'EFAVIRENZ/METHYSERGIDE [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB00802-http://bio2rdf.org/drugbank:DB00199    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000033329', u'ALFENTANIL/ERYTHROMYCIN [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB00715-http://bio2rdf.org/drugbank:DB00752    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000033033', u'PAROXETINE/TRANYLCYPROMINE [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB00897-http://bio2rdf.org/drugbank:DB00196    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000034391', u'FLUCONAZOLE/TRIAZOLAM [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB00500-http://bio2rdf.org/drugbank:DB01356    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000033970', u'LITHIUM/TOLMETIN [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB00178-http://bio2rdf.org/drugbank:DB00384    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000033005', u'RAMIPRIL/TRIAMTERENE [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB01026-http://bio2rdf.org/drugbank:DB00700    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000034992', u'EPLERENONE/KETOCONAZOLE [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB00820-http://bio2rdf.org/drugbank:DB01264    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000176562', u'DARUNAVIR/TADALAFIL [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB00543-http://bio2rdf.org/drugbank:DB00615    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000033908', u'AMOXAPINE/RIFABUTIN [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB00604-http://bio2rdf.org/drugbank:DB00908    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000034173', u'CISAPRIDE/QUINIDINE [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB00540-http://bio2rdf.org/drugbank:DB00615    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000033918', u'NORTRIPTYLINE/RIFABUTIN [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB00683-http://bio2rdf.org/drugbank:DB00701    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000034277', u'AMPRENAVIR/MIDAZOLAM [VA Drug Interaction]')]    [(None, None)]
