Drug_Interaction_ID	Drug_1_Name	Drug_1_RxCUI	Drug_2_Name	Drug_2_RxCUI	Description	Severity	Comment
1439	IMIPRAMINE	5691	WARFARIN	11289	Increase of the risk of hemorrhage	Precaution for use	Clinical monitoring and, if the situation requires, more frequent testing of the INR. Possible adjustment of the dosage of the oral anticoagulant during the administration of these medications together and after it is stopped.
1439	MILNACIPRAN	588250	WARFARIN	11289	Increase of the risk of hemorrhage	Precaution for use	Clinical monitoring and, if the situation requires, more frequent testing of the INR. Possible adjustment of the dosage of the oral anticoagulant during the administration of these medications together and after it is stopped.
1439	VENLAFAXINE	39786	WARFARIN	11289	Increase of the risk of hemorrhage	Precaution for use	Clinical monitoring and, if the situation requires, more frequent testing of the INR. Possible adjustment of the dosage of the oral anticoagulant during the administration of these medications together and after it is stopped.
1447	AMITRIPTYLINE	704	TRIMIPRAMINE	10834	Increase of central nervous center depression. The alteration of alertness can make driving vehicles or using machines dangerous	Not recommended	--with sodium oxybate
1447	ARIPIPRAZOLE	89013	TRIMIPRAMINE	10834	Increase of central nervous center depression. The alteration of alertness can make driving vehicles or using machines dangerous	Not recommended	--with sodium oxybate
1447	CHLORPROMAZINE 	2403	TRIMIPRAMINE	10834	Increase of central nervous center depression. The alteration of alertness can make driving vehicles or using machines dangerous	Not recommended	--with sodium oxybate
1447	CLOZAPINE 	2626	TRIMIPRAMINE	10834	Increase of central nervous center depression. The alteration of alertness can make driving vehicles or using machines dangerous	Not recommended	--with sodium oxybate
1447	DOXEPIN	3638	TRIMIPRAMINE	10834	Increase of central nervous center depression. The alteration of alertness can make driving vehicles or using machines dangerous	Not recommended	--with sodium oxybate
1447	ESTAZOLAM	4077	TRIMIPRAMINE	10834	Increase of central nervous center depression. The alteration of alertness can make driving vehicles or using machines dangerous	Not recommended	--with sodium oxybate
1447	FLUPHENAZINE	4496	TRIMIPRAMINE	10834	Increase of central nervous center depression. The alteration of alertness can make driving vehicles or using machines dangerous	Not recommended	--with sodium oxybate
1447	FLURAZEPAM	4501	TRIMIPRAMINE	10834	Increase of central nervous center depression. The alteration of alertness can make driving vehicles or using machines dangerous	Not recommended	--with sodium oxybate
1447	HALOPERIDOL	5093	TRIMIPRAMINE	10834	Increase of central nervous center depression. The alteration of alertness can make driving vehicles or using machines dangerous	Not recommended	--with sodium oxybate
1447	LOXAPINE	6475	TRIMIPRAMINE	10834	Increase of central nervous center depression. The alteration of alertness can make driving vehicles or using machines dangerous	Not recommended	--with sodium oxybate
1447	MAPROTILINE	6646	TRIMIPRAMINE	10834	Increase of central nervous center depression. The alteration of alertness can make driving vehicles or using machines dangerous	Not recommended	--with sodium oxybate
1447	MIRTAZAPINE	15996	TRIMIPRAMINE	10834	Increase of central nervous center depression. The alteration of alertness can make driving vehicles or using machines dangerous	Not recommended	--with sodium oxybate
1447	OLANZAPINE 	61381	TRIMIPRAMINE	10834	Increase of central nervous center depression. The alteration of alertness can make driving vehicles or using machines dangerous	Not recommended	--with sodium oxybate
1447	PALIPERIDONE	679314	TRIMIPRAMINE	10834	Increase of central nervous center depression. The alteration of alertness can make driving vehicles or using machines dangerous	Not recommended	--with sodium oxybate
1447	QUETIAPINE 	51272	TRIMIPRAMINE	10834	Increase of central nervous center depression. The alteration of alertness can make driving vehicles or using machines dangerous	Not recommended	--with sodium oxybate
1447	RISPERIDONE 	35636	TRIMIPRAMINE	10834	Increase of central nervous center depression. The alteration of alertness can make driving vehicles or using machines dangerous	Not recommended	--with sodium oxybate
1447	ZOLPIDEM	39993	TRIMIPRAMINE	10834	Increase of central nervous center depression. The alteration of alertness can make driving vehicles or using machines dangerous	Not recommended	--with sodium oxybate
1447	AMITRIPTYLINE	704	ZOLPIDEM	39993	Increase of central nervous center depression. The alteration of alertness can make driving vehicles or using machines dangerous	Not recommended	--with sodium oxybate
1447	ARIPIPRAZOLE	89013	ZOLPIDEM	39993	Increase of central nervous center depression. The alteration of alertness can make driving vehicles or using machines dangerous	Not recommended	--with sodium oxybate
1447	CHLORPROMAZINE 	2403	ZOLPIDEM	39993	Increase of central nervous center depression. The alteration of alertness can make driving vehicles or using machines dangerous	Not recommended	--with sodium oxybate
1447	CLOZAPINE 	2626	ZOLPIDEM	39993	Increase of central nervous center depression. The alteration of alertness can make driving vehicles or using machines dangerous	Not recommended	--with sodium oxybate
1447	DOXEPIN	3638	ZOLPIDEM	39993	Increase of central nervous center depression. The alteration of alertness can make driving vehicles or using machines dangerous	Not recommended	--with sodium oxybate
1447	ESTAZOLAM	4077	ZOLPIDEM	39993	Increase of central nervous center depression. The alteration of alertness can make driving vehicles or using machines dangerous	Not recommended	--with sodium oxybate
1447	FLUPHENAZINE	4496	ZOLPIDEM	39993	Increase of central nervous center depression. The alteration of alertness can make driving vehicles or using machines dangerous	Not recommended	--with sodium oxybate
1447	FLURAZEPAM	4501	ZOLPIDEM	39993	Increase of central nervous center depression. The alteration of alertness can make driving vehicles or using machines dangerous	Not recommended	--with sodium oxybate
1447	HALOPERIDOL	5093	ZOLPIDEM	39993	Increase of central nervous center depression. The alteration of alertness can make driving vehicles or using machines dangerous	Not recommended	--with sodium oxybate
1447	LOXAPINE	6475	ZOLPIDEM	39993	Increase of central nervous center depression. The alteration of alertness can make driving vehicles or using machines dangerous	Not recommended	--with sodium oxybate
1447	MAPROTILINE	6646	ZOLPIDEM	39993	Increase of central nervous center depression. The alteration of alertness can make driving vehicles or using machines dangerous	Not recommended	--with sodium oxybate
1447	MIRTAZAPINE	15996	ZOLPIDEM	39993	Increase of central nervous center depression. The alteration of alertness can make driving vehicles or using machines dangerous	Not recommended	--with sodium oxybate
1447	OLANZAPINE 	61381	ZOLPIDEM	39993	Increase of central nervous center depression. The alteration of alertness can make driving vehicles or using machines dangerous	Not recommended	--with sodium oxybate
1447	PALIPERIDONE	679314	ZOLPIDEM	39993	Increase of central nervous center depression. The alteration of alertness can make driving vehicles or using machines dangerous	Not recommended	--with sodium oxybate
1447	QUETIAPINE 	51272	ZOLPIDEM	39993	Increase of central nervous center depression. The alteration of alertness can make driving vehicles or using machines dangerous	Not recommended	--with sodium oxybate
1447	RISPERIDONE 	35636	ZOLPIDEM	39993	Increase of central nervous center depression. The alteration of alertness can make driving vehicles or using machines dangerous	Not recommended	--with sodium oxybate
1447	TRIMIPRAMINE	10834	ZOLPIDEM	39993	Increase of central nervous center depression. The alteration of alertness can make driving vehicles or using machines dangerous	Not recommended	--with sodium oxybate
2410	APIXABAN	1364430	WARFARIN	11289	Risk of increase of hemorrhagic events when one oral anticoagulant is replaced with another.	Take into account	Take into account the half-life of the oral anticoagulant and observe, if the situation requires, a delay for clearance before the start of treatment with another. Be sure to inform the patient.
2410	RIVAROXABAN	1114195	WARFARIN	11289	Risk of increase of hemorrhagic events when one oral anticoagulant is replaced with another.	Take into account	Take into account the half-life of the oral anticoagulant and observe, if the situation requires, a delay for clearance before the start of treatment with another. Be sure to inform the patient.
2417	APIXABAN	1364430	VORTIOXETINE	1455099	Increase of the risk of hemorrhage	Precaution for use	Clinical monitoring and, if the situation requires, more frequent testing of the INR. Possible adjustment of the dosage of the oral anticoagulant during the administration with the SSRI and after it is stopped.
2417	RIVAROXABAN	1114195	VORTIOXETINE	1455099	Increase of the risk of hemorrhage	Precaution for use	Clinical monitoring and, if the situation requires, more frequent testing of the INR. Possible adjustment of the dosage of the oral anticoagulant during the administration with the SSRI and after it is stopped.
2417	WARFARIN	11289	VORTIOXETINE	1455099	Increase of the risk of hemorrhage	Precaution for use	Clinical monitoring and, if the situation requires, more frequent testing of the INR. Possible adjustment of the dosage of the oral anticoagulant during the administration with the SSRI and after it is stopped.
2419	APIXABAN	1364430	VENLAFAXINE	39786	Increase of the risk of hermorrhage.	Precaution for use	Clinical monitoring and, if the situation requires, more frequent testing of the INR. Possible adjustment of the dosage of the oral anticoagulant during the administration of these medications together and after they are stopped.
2419	RIVAROXABAN	1114195	VENLAFAXINE	39786	Increase of the risk of hermorrhage.	Precaution for use	Clinical monitoring and, if the situation requires, more frequent testing of the INR. Possible adjustment of the dosage of the oral anticoagulant during the administration of these medications together and after they are stopped.
2419	WARFARIN	11289	VENLAFAXINE	39786	Increase of the risk of hermorrhage.	Precaution for use	Clinical monitoring and, if the situation requires, more frequent testing of the INR. Possible adjustment of the dosage of the oral anticoagulant during the administration of these medications together and after they are stopped.
2676	AMITRIPTYLINE	704	VORTIOXETINE	1455099	Increase of the plasma concentrations of the tricyclic antidepressant with risk of convulsions and increase of the undesirable effects	Precaution for use	Increased clinical monitoring and, if necessary, adjustment of the dosage
2676	AMOXAPINE	722	VORTIOXETINE	1455099	Increase of the plasma concentrations of the tricyclic antidepressant with risk of convulsions and increase of the undesirable effects	Precaution for use	Increased clinical monitoring and, if necessary, adjustment of the dosage
2676	CLOMIPRAMINE	2597	VORTIOXETINE	1455099	Increase of the plasma concentrations of the tricyclic antidepressant with risk of convulsions and increase of the undesirable effects	Precaution for use	Increased clinical monitoring and, if necessary, adjustment of the dosage
2676	DOXEPIN	3638	VORTIOXETINE	1455099	Increase of the plasma concentrations of the tricyclic antidepressant with risk of convulsions and increase of the undesirable effects	Precaution for use	Increased clinical monitoring and, if necessary, adjustment of the dosage
2676	IMIPRAMINE	5691	VORTIOXETINE	1455099	Increase of the plasma concentrations of the tricyclic antidepressant with risk of convulsions and increase of the undesirable effects	Precaution for use	Increased clinical monitoring and, if necessary, adjustment of the dosage
2676	MAPROTILINE	6646	VORTIOXETINE	1455099	Increase of the plasma concentrations of the tricyclic antidepressant with risk of convulsions and increase of the undesirable effects	Precaution for use	Increased clinical monitoring and, if necessary, adjustment of the dosage
2676	TRIMIPRAMINE	10834	VORTIOXETINE	1455099	Increase of the plasma concentrations of the tricyclic antidepressant with risk of convulsions and increase of the undesirable effects	Precaution for use	Increased clinical monitoring and, if necessary, adjustment of the dosage
